CourseTitle,Section,CrsPBADiv,CrsLvlNum,PCT,NComb,CrsPBADept,Instructors,Hours,RAP,Subject_Label,Workload,CrsPBAColl,Level,NIntrFCQ,AvgInstructor,N,Instruction_Mode,AVG_GRD,Course,AvgCourse,YearTerm,Subject,Honors,Activity_Type
Critical Thinking in Biology,002,NS,4XXX,"{u'A': 0.79, u'C': 0.03, u'B': 0.18, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.03}",2,EBIO,"[{u'group': u'1 TTT', u'name': u'ADAMS, WILLIAM', u'title': u'PROFESSOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'4-6', u'Raw': u'1.67'}",AS,Upper,1,5.39,"{u'ENROLL': 34, u'GRADE': 34, u'PASS': 0, u'INCOMP': 0, u'Ret': 28, u'NOCRED': 0, u'EOT': 34}",P  - In Person,3.78,4800,4.79,20141,EBIO,0,LEC - Lecture
Critical Thinking in Biology,004,NS,4XXX,"{u'A': 0.63, u'C': 0, u'B': 0.37, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",2,EBIO,"[{u'group': u'1 TTT', u'name': u'BARGER, NICHOLE NANNETTE', u'title': u'ASST PROFESSOR'}]",3,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.62'}",AS,Upper,1,5.91,"{u'ENROLL': 38, u'GRADE': 38, u'PASS': 0, u'INCOMP': 0, u'Ret': 32, u'NOCRED': 0, u'EOT': 38}",P  - In Person,3.59,4800,5.72,20141,EBIO,0,LEC - Lecture
EBIO Colloquia,801,NS,5XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'SCHMIDT, STEVE', u'title': u'PROFESSOR'}]",1,1,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Masters,1,,"{u'ENROLL': 15, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 0, u'NOCRED': 0, u'EOT': 15}",P  - In Person,4,5000,,20141,EBIO,0,OTH - Other
Special Topics,002,NS,5XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",3,EBIO,"[{u'group': u'1 TTT', u'name': u'BOWERS, M DEANE', u'title': u'PROFESSOR'}]",2,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'0-3', u'Raw': u'1.25'}",AS,Masters,1,5.64,"{u'ENROLL': 13, u'GRADE': 13, u'PASS': 0, u'INCOMP': 0, u'Ret': 11, u'NOCRED': 0, u'EOT': 13}",P  - In Person,3.98,5460,5.54,20141,EBIO,0,LEC - Lecture
Seminar in Environmental Biology,001,NS,6XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0.08, u'GRADE': 0.92, u'C_MINUS_OR_BELOW': 0}",1,EBIO,"[{u'group': u'1 TTT', u'name': u'BARGER, NICHOLE NANNETTE', u'title': u'ASST PROFESSOR'}]",1,0,Ecology & Evolutionary Biology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Masters,1,,"{u'ENROLL': 13, u'GRADE': 12, u'PASS': 0, u'INCOMP': 1, u'Ret': 0, u'NOCRED': 0, u'EOT': 13}",P  - In Person,4,6100,,20141,EBIO,0,SEM - Seminar
Mathematical Tools for Economists 1,001,SS,1XXX,"{u'A': 0.28, u'C': 0.28, u'B': 0.25, u'WDRAW': 0.05, u'D': 0.11, u'F': 0.08, u'DF': 0.19, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.28}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'GOURLEY, PATRICK JAMES', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.20'}",AS,Lower,1,5.7,"{u'ENROLL': 38, u'GRADE': 36, u'PASS': 0, u'INCOMP': 0, u'Ret': 20, u'NOCRED': 0, u'EOT': 36}",P  - In Person,2.49,1078,4.55,20141,ECON,0,LEC - Lecture
Mathematical Tools for Economists 1,002,SS,1XXX,"{u'A': 0.5, u'C': 0.2, u'B': 0.3, u'WDRAW': 0.17, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.07}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'LARSEN, TIMOTHY B.', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.61'}",AS,Lower,1,5.37,"{u'ENROLL': 36, u'GRADE': 30, u'PASS': 0, u'INCOMP': 0, u'Ret': 19, u'NOCRED': 0, u'EOT': 30}",P  - In Person,3.23,1078,5,20141,ECON,0,LEC - Lecture
Mathematical Tools for Economists 1,003,SS,1XXX,"{u'A': 0.18, u'C': 0.36, u'B': 0.25, u'WDRAW': 0.03, u'D': 0.14, u'F': 0.07, u'DF': 0.21, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.32}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'PENNER, ERIC MATTHEW', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.10'}",AS,Lower,1,5.14,"{u'ENROLL': 29, u'GRADE': 28, u'PASS': 0, u'INCOMP': 0, u'Ret': 22, u'NOCRED': 0, u'EOT': 28}",P  - In Person,2.32,1078,4.4,20141,ECON,0,LEC - Lecture
Mathematical Tools for Economists 2,001,SS,1XXX,"{u'A': 0.15, u'C': 0.27, u'B': 0.27, u'WDRAW': 0.37, u'D': 0.15, u'F': 0.15, u'DF': 0.31, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.46}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'HO, MARIESA L', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.88'}",AS,Lower,1,4.32,"{u'ENROLL': 41, u'GRADE': 26, u'PASS': 0, u'INCOMP': 0, u'Ret': 19, u'NOCRED': 0, u'EOT': 26}",P  - In Person,1.99,1088,3.74,20141,ECON,0,LEC - Lecture
Mathematical Tools for Economists 2,002,SS,1XXX,"{u'A': 0.25, u'C': 0.34, u'B': 0.39, u'WDRAW': 0.1, u'D': 0.02, u'F': 0, u'DF': 0.02, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.18}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'KALSI, PRITI', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.50'}",AS,Lower,1,5.35,"{u'ENROLL': 49, u'GRADE': 44, u'PASS': 0, u'INCOMP': 0, u'Ret': 23, u'NOCRED': 0, u'EOT': 44}",P  - In Person,2.78,1088,5,20141,ECON,0,LEC - Lecture
Mathematical Tools for Economists 2,003,SS,1XXX,"{u'A': 0.17, u'C': 0.22, u'B': 0.22, u'WDRAW': 0.1, u'D': 0.11, u'F': 0.28, u'DF': 0.39, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.56}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'GITIAUX, XAVIER', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.38'}",AS,Lower,1,4.5,"{u'ENROLL': 20, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 18}",P  - In Person,1.84,1088,4.29,20141,ECON,0,LEC - Lecture
Principles of Microeconomics,100,SS,2XXX,"{u'A': 0.17, u'C': 0.32, u'B': 0.27, u'WDRAW': 0.04, u'D': 0.14, u'F': 0.09, u'DF': 0.23, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.3}",1,ECON,"[{u'group': u'1 TTT', u'name': u'GRAVES, PHILIP E', u'title': u'PROFESSOR'}]",4,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.33'}",AS,Lower,1,3.79,"{u'ENROLL': 491, u'GRADE': 471, u'PASS': 0, u'INCOMP': 1, u'Ret': 243, u'NOCRED': 0, u'EOT': 472}",P  - In Person,2.28,2010,3.46,20141,ECON,0,LEC - Lecture
Principles of Microeconomics,200,SS,2XXX,"{u'A': 0.19, u'C': 0.29, u'B': 0.34, u'WDRAW': 0.06, u'D': 0.11, u'F': 0.07, u'DF': 0.17, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.25}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'MADONIA, GREGORY JAMES', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.57'}",AS,Lower,1,5.05,"{u'ENROLL': 201, u'GRADE': 189, u'PASS': 0, u'INCOMP': 0, u'Ret': 143, u'NOCRED': 0, u'EOT': 189}",P  - In Person,2.49,2010,4.37,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,010,SS,2XXX,"{u'A': 0.18, u'C': 0.26, u'B': 0.46, u'WDRAW': 0.03, u'D': 0.07, u'F': 0.03, u'DF': 0.1, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.16}",1,ECON,"[{u'group': u'3 Supp', u'name': u'WARD, ZACHARY A', u'title': u'LECTURER'}]",4,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.38'}",AS,Lower,1,5.45,"{u'ENROLL': 193, u'GRADE': 187, u'PASS': 0, u'INCOMP': 0, u'Ret': 147, u'NOCRED': 0, u'EOT': 187}",P  - In Person,2.67,2020,4.79,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,100,SS,2XXX,"{u'A': 0.14, u'C': 0.3, u'B': 0.48, u'WDRAW': 0.02, u'D': 0.05, u'F': 0.04, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.13}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'ZHENG, TIANXIAO', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.27'}",AS,Lower,1,3.74,"{u'ENROLL': 247, u'GRADE': 242, u'PASS': 0, u'INCOMP': 0, u'Ret': 145, u'NOCRED': 0, u'EOT': 243}",P  - In Person,2.63,2020,3.57,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,130,SS,2XXX,"{u'A': 0.31, u'C': 0.13, u'B': 0.56, u'WDRAW': 0.06, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'MURRAY, SHEENA LYNN', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 17, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 16}",P  - In Person,3.19,2020,,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,170,SS,2XXX,"{u'A': 0.35, u'C': 0.2, u'B': 0.4, u'WDRAW': 0, u'D': 0.05, u'F': 0, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,ECON,"[{u'group': u'2 Other reg', u'name': u'SHARMA, VIJAYA RAJ', u'title': u'INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 20, u'GRADE': 20, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 20}",P  - In Person,3.02,2020,,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,200,SS,2XXX,"{u'A': 0.09, u'C': 0.4, u'B': 0.41, u'WDRAW': 0.04, u'D': 0.09, u'F': 0.01, u'DF': 0.1, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.17}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'SARGENT, KRISTINA ANN', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.71'}",AS,Lower,1,4.06,"{u'ENROLL': 154, u'GRADE': 148, u'PASS': 0, u'INCOMP': 0, u'Ret': 80, u'NOCRED': 0, u'EOT': 148}",P  - In Person,2.51,2020,4.13,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,250,SS,2XXX,"{u'A': 0.2, u'C': 0.2, u'B': 0.53, u'WDRAW': 0.06, u'D': 0.07, u'F': 0, u'DF': 0.07, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.2}",1,ECON,"[{u'group': u'2 Other reg', u'name': u'SHARMA, VIJAYA RAJ', u'title': u'INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 15}",P  - In Person,2.73,2020,,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,251,SS,2XXX,"{u'A': 0.24, u'C': 0.29, u'B': 0.35, u'WDRAW': 0.06, u'D': 0.12, u'F': 0, u'DF': 0.12, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.24}",1,ECON,"[{u'group': u'2 Other reg', u'name': u'SHARMA, VIJAYA RAJ', u'title': u'INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 18, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 17}",P  - In Person,2.65,2020,,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,285,SS,2XXX,"{u'A': 0.4, u'C': 0.2, u'B': 0.4, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,ECON,"[{u'group': u'2 Other reg', u'name': u'SHARMA, VIJAYA RAJ', u'title': u'INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 20, u'GRADE': 20, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 20}",P  - In Person,3.2,2020,,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,300,SS,2XXX,"{u'A': 0.23, u'C': 0.3, u'B': 0.44, u'WDRAW': 0.01, u'D': 0.01, u'F': 0.02, u'DF': 0.03, u'INCOMP': 0.01, u'GRADE': 0.99, u'C_MINUS_OR_BELOW': 0.14}",1,ECON,"[{u'group': u'1 TTT', u'name': u'ZAX, JEFFREY S', u'title': u'PROFESSOR'}]",4,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.53'}",AS,Lower,1,4.26,"{u'ENROLL': 403, u'GRADE': 393, u'PASS': 0, u'INCOMP': 4, u'Ret': 241, u'NOCRED': 0, u'EOT': 397}",P  - In Person,2.82,2020,4.02,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,430,SS,2XXX,"{u'A': 0.04, u'C': 0.48, u'B': 0.48, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,ECON,"[{u'group': u'2 Other reg', u'name': u'KAPLAN, JULES GORDON', u'title': u'INSTRUCTOR'}]",4,0,Economics,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 25, u'GRADE': 25, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 25}",P  - In Person,2.56,2020,,20141,ECON,0,LEC - Lecture
Principles of Macroeconomics,432,SS,2XXX,"{u'A': 0.15, u'C': 0.15, u'B': 0.7, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,ECON,"[{u'group': u'3 Supp', u'name': u'CLARK, BARRY S', u'title': u'LECTURER'}]",4,0,Economics,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 20, u'GRADE': 20, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 20}",P  - In Person,2.94,2020,,20141,ECON,0,LEC - Lecture
Intermediate Microeconomic Theory,001,SS,3XXX,"{u'A': 0.4, u'C': 0.1, u'B': 0.29, u'WDRAW': 0.13, u'D': 0.17, u'F': 0.05, u'DF': 0.21, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.24}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'FELDMAN, ZACHARY LEE', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.29'}",AS,Upper,1,5.18,"{u'ENROLL': 48, u'GRADE': 42, u'PASS': 0, u'INCOMP': 0, u'Ret': 34, u'NOCRED': 0, u'EOT': 42}",P  - In Person,2.78,3070,4.85,20141,ECON,0,LEC - Lecture
Intermediate Microeconomic Theory,002,SS,3XXX,"{u'A': 0.24, u'C': 0.27, u'B': 0.37, u'WDRAW': 0.05, u'D': 0.07, u'F': 0.05, u'DF': 0.12, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.22}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'XIE, WEISI', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.44'}",AS,Upper,1,5.52,"{u'ENROLL': 43, u'GRADE': 41, u'PASS': 0, u'INCOMP': 0, u'Ret': 29, u'NOCRED': 0, u'EOT': 41}",P  - In Person,2.73,3070,5.1,20141,ECON,0,LEC - Lecture
Intermediate Microeconomic Theory,003,SS,3XXX,"{u'A': 0.15, u'C': 0.2, u'B': 0.6, u'WDRAW': 0.17, u'D': 0, u'F': 0.05, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'ZHOU, SHAN', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.78'}",AS,Upper,1,5.22,"{u'ENROLL': 24, u'GRADE': 20, u'PASS': 0, u'INCOMP': 0, u'Ret': 18, u'NOCRED': 0, u'EOT': 20}",P  - In Person,2.83,3070,5.05,20141,ECON,0,LEC - Lecture
Intermediate Microeconomic Theory,004,SS,3XXX,"{u'A': 0.21, u'C': 0.21, u'B': 0.42, u'WDRAW': 0.12, u'D': 0.11, u'F': 0.05, u'DF': 0.16, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.21}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'LI, SEAMUS XIAOYANG', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.56'}",AS,Upper,1,4.67,"{u'ENROLL': 43, u'GRADE': 38, u'PASS': 0, u'INCOMP': 0, u'Ret': 27, u'NOCRED': 0, u'EOT': 38}",P  - In Person,2.67,3070,4.3,20141,ECON,0,LEC - Lecture
Intermediate Microeconomic Theory,006,SS,3XXX,"{u'A': 0.28, u'C': 0.33, u'B': 0.26, u'WDRAW': 0.09, u'D': 0.12, u'F': 0.02, u'DF': 0.14, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.23}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'FRYE, DUSTIN D', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.91'}",AS,Upper,1,5.82,"{u'ENROLL': 47, u'GRADE': 43, u'PASS': 0, u'INCOMP': 0, u'Ret': 34, u'NOCRED': 0, u'EOT': 43}",P  - In Person,2.61,3070,5.26,20141,ECON,0,LEC - Lecture
Intermediate Microeconomic Theory,007,SS,3XXX,"{u'A': 0.47, u'C': 0.35, u'B': 0.18, u'WDRAW': 0.11, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'WANG, XIN', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.67'}",AS,Upper,1,4.93,"{u'ENROLL': 19, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': 15, u'NOCRED': 0, u'EOT': 17}",P  - In Person,3.08,3070,4.6,20141,ECON,0,LEC - Lecture
Intermediate Microeconomic Theory,008,SS,3XXX,"{u'A': 0.24, u'C': 0.33, u'B': 0.39, u'WDRAW': 0.13, u'D': 0, u'F': 0.03, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.15}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'WHANG, UN JUNG', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.00'}",AS,Upper,1,4.62,"{u'ENROLL': 38, u'GRADE': 33, u'PASS': 0, u'INCOMP': 0, u'Ret': 26, u'NOCRED': 0, u'EOT': 33}",P  - In Person,2.83,3070,4.23,20141,ECON,0,LEC - Lecture
Intermediate Macroeconomic Theory,001,SS,3XXX,"{u'A': 0.44, u'C': 0.15, u'B': 0.27, u'WDRAW': 0.11, u'D': 0.07, u'F': 0.07, u'DF': 0.15, u'INCOMP': 0.02, u'GRADE': 0.98, u'C_MINUS_OR_BELOW': 0.17}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'VAVRUS, JOSEPH', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.32'}",AS,Upper,1,5.28,"{u'ENROLL': 47, u'GRADE': 41, u'PASS': 0, u'INCOMP': 1, u'Ret': 32, u'NOCRED': 0, u'EOT': 42}",P  - In Person,2.9,3080,4.63,20141,ECON,0,LEC - Lecture
Intermediate Macroeconomic Theory,002,SS,3XXX,"{u'A': 0.23, u'C': 0.43, u'B': 0.3, u'WDRAW': 0.04, u'D': 0, u'F': 0.05, u'DF': 0.05, u'INCOMP': 0.02, u'GRADE': 0.98, u'C_MINUS_OR_BELOW': 0.27}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'SARAIVA, PAULO QUINDERE', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.08'}",AS,Upper,1,4.21,"{u'ENROLL': 47, u'GRADE': 44, u'PASS': 0, u'INCOMP': 1, u'Ret': 24, u'NOCRED': 0, u'EOT': 45}",P  - In Person,2.58,3080,4.13,20141,ECON,0,LEC - Lecture
Intermediate Macroeconomic Theory,003,SS,3XXX,"{u'A': 0.17, u'C': 0.31, u'B': 0.44, u'WDRAW': 0, u'D': 0.06, u'F': 0.02, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.13}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'SMITH, STEVEN M', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.43'}",AS,Upper,1,5.39,"{u'ENROLL': 48, u'GRADE': 48, u'PASS': 0, u'INCOMP': 0, u'Ret': 36, u'NOCRED': 0, u'EOT': 48}",P  - In Person,2.68,3080,4.72,20141,ECON,0,LEC - Lecture
Intermediate Macroeconomic Theory,004,SS,3XXX,"{u'A': 0.17, u'C': 0.29, u'B': 0.37, u'WDRAW': 0.07, u'D': 0.15, u'F': 0.02, u'DF': 0.17, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.22}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'XU, NAN', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.48'}",AS,Upper,1,4.56,"{u'ENROLL': 44, u'GRADE': 41, u'PASS': 0, u'INCOMP': 0, u'Ret': 23, u'NOCRED': 0, u'EOT': 41}",P  - In Person,2.53,3080,4.56,20141,ECON,0,LEC - Lecture
Intermediate Macroeconomic Theory,005,SS,3XXX,"{u'A': 0.21, u'C': 0.33, u'B': 0.33, u'WDRAW': 0.09, u'D': 0.07, u'F': 0.05, u'DF': 0.12, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.29}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'LEE, SOOYOUNG', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.33'}",AS,Upper,1,3.85,"{u'ENROLL': 46, u'GRADE': 42, u'PASS': 0, u'INCOMP': 0, u'Ret': 35, u'NOCRED': 0, u'EOT': 42}",P  - In Person,2.5,3080,3.6,20141,ECON,0,LEC - Lecture
Intermediate Macroeconomic Theory,006,SS,3XXX,"{u'A': 0.24, u'C': 0.38, u'B': 0.29, u'WDRAW': 0.17, u'D': 0, u'F': 0.09, u'DF': 0.09, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.26}",1,ECON,"[{u'group': u'4 TA Cred', u'name': u'DING, YUCHENG', u'title': u'GRAD PART-TIME INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.41'}",AS,Upper,1,4.08,"{u'ENROLL': 41, u'GRADE': 34, u'PASS': 0, u'INCOMP': 0, u'Ret': 24, u'NOCRED': 0, u'EOT': 34}",P  - In Person,2.57,3080,3.92,20141,ECON,0,LEC - Lecture
International Economics and Policy,001,SS,3XXX,"{u'A': 0.07, u'C': 0.43, u'B': 0.33, u'WDRAW': 0.09, u'D': 0.1, u'F': 0.07, u'DF': 0.17, u'INCOMP': 0.02, u'GRADE': 0.98, u'C_MINUS_OR_BELOW': 0.36}",1,ECON,"[{u'group': u'2 Other reg', u'name': u'MERTENS, WILLIAM G', u'title': u'INSTRUCTOR'}]",3,0,Economics,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.58'}",AS,Upper,2,4.13,"{u'ENROLL': 65, u'GRADE': 58, u'PASS': 0, u'INCOMP': 1, u'Ret': 46, u'NOCRED': 0, u'EOT': 59}",P  - In Person,2.18,3403,3.79,20141,ECON,0,LEC - Lecture
